title,body,answer,path
노인성 우울증은 어떻게 예방하나요 ?,노인성 우울증은 어떻게 예방하나요 ? 방법이 있나요?,"
						우울증의 예방법으로는 첫째, 가능하면 규칙적인 일상생활(수면, 운동 등)을 매일 지속적으로 유지하십시오. 둘째, 평소에 가장 즐기는 활동에 참여하여 대인 관계를 유지하십시오. 셋째, 힘든 일이나 마음속의 생각을 신뢰할 수 있는 가족의 일원이나 가까운 친구에게 자주 상의하십시오. 넷째, 과도한 알코올이나 습관성 약물 및 수면(낮잠 등)은 피하십시오. 다섯째, 매사에 의욕이 떨어지고, 우울한 기분이 2주 이상 지속한 경우는 신경정신과 전문의에게 곧바로 도움을 청하십시오.
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000221996
노인성 우울증이 진행되면 치매가 되나요?,노인성 우울증이 진행되면 치매가 되나요? 궁금합니다.,"
						노인우울장애 환자의 다수에서 인지기능 장애나 치매가 나타나게 됩니다. 보고에 의하면 3차 의료기관 신경정신과 병원에 입원한 노인 주요우울장애 환자들 중 약 40%가 치매의 진단기준에 부합되었다고 합니다. 또한 추적 관찰 결과 처음에 가역적인 치매로 진단받은 노인 우울증 환자는 1년 후에 9-22%의 비율로 치매에 걸리는 것으로 나타났습니다. 이것은 일반 노인 인구에서 치매가 발생하는 비율보다 약 2.5에서 6배 높은 수치입니다.
",https://www.hidoc.co.kr//healthqna/faq/view/C0000221990
노인성 우울증은 남성과 여성의 발생비율에 차이가 있나요?,노인성 우울증은 남성과 여성의 발생비율에 차이가 있나요? 궁금하네요.,"
						노인 역학 연구 조사에서 남성에 비해 여성에서 우울증의 빈도가 높은 것으로 나타나 성별이 우울증의 주요한 유발 요인으로 생각되었습니다. 대부분의 연구들은 여성의 경우 주요우울증의 유병률이 남성보다 1.5 내지 2.5배 더 높음을 시사하고 있습니다. 그러나 성별이 우울장애에 직접 영향을 준다기보다는 우울 증상이 표현되는 여러 사회적 인자들에 있어서 남녀 간에 차이가 존재하기 때문으로 알려졌습니다.
",https://www.hidoc.co.kr//healthqna/faq/view/C0000222001
노인성 우울증에서 자살하는 경우가 많나요?,노인성 우울증에서 자살하는 경우가 많나요? 어떤 상황에서 잘 일어나는지 궁금합니다.,"
						일반적으로 우울증 환자의 약 15%에서 자살을 시도하며 그중에서 약 10%는 결국 자살로 죽게 됩니다. 특히 자살은 노인 인구에서 더 흔한 것으로 보고되고 있습니다. 또한, 노년기에서는 신체질병과 상실이 가장 흔한 자살유발 요인입니다. 이런 면에서 볼 때, 우울증의 경우 치료를 하지 않는 경우 자살로 이어질 수 있는 중요한 병이기 때문에 지속적인 치료는 물론 예방적 치료에 더 많은 주의를 기울여야 합니다.
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000222010
가성치매란 무엇입니까?,가성치매란 무엇입니까? 궁금합니다.,"
						가성치매는 임상 양상은 치매와 비슷하나 뇌병변이 없는 기능성장애로 나타나는 경우를 말합니다. 증상은 치매와 비슷하나 고통스러운 느낌, 장·단기 기억 모두 장애, 인지장애보다 일상 사회생활 및 대인관계는 비교적 원만한 경우를 말합니다. 원인은 우울증이며, 치료경과 및 예후를 보면 항우울제에 의해 치료가 잘 됩니다.
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000222259
노인성 우울증의 항우울제,노인성 우울증의 구체적인 항우울제에는 어떤 종류가 있습니까?,"
						첫째, 삼환계 항우울제, 둘째, 선택적 세로토닌 재흡수 억제제, 셋째, 단가아민 산화효소 억제제 등 다양하게 있습니다. 현재 이 중에서 비교적 광범위하게 사용되고 있는 것은 비교적 치료범위가 넓고 심각한 부작용이 적은 선택적 세로토닌 재흡수 억제제입니다. 그러나 약물의 사용은 반드시 주치의사와 상의하셔야 합니다. 
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000259323
노인성 우울증의 원인,노인성 우울증의 구체적인 원인은 무엇인가요 ? ,"
						노인성 우울증은 다양한 요인에 의해 일어나며 원인 또한 다양합니다. 일반적으로 노인의 생리적 변화, 여러 신체적 장애, 사회적 지지의 결여 및 생활양식의 변화 등이 노년기 우울증의 발병에 기여할 수 있습니다. 구체적인 원인으로는 유전적 요인, 신경화학적 요인, 신경내분비의 변화 등 생물학적 지표가 알려지고 있으나 최근까지의 연구 결과는 구체적이고 특정적인 소견을 제시하지 못하고 있습니다. 
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000259329
노인 우울증의 특징을 알려 주십시오.,노인 우울증의 특징을 알려 주십시오. 궁금합니다.,"
						1. 불안, 초조, 고민이 강한 데 비해 우울감의 호소는 적다. 2. 정신운동의 억제는 적고 신체적 호소가 강하다.3. 망상이 나타나는 경우가 있다(빈곤, 죄책, 신체 망상). 4. 자살 우려가 자주 나타난다. 5. 의식 혼탁, 섬망을 보이는 경우가 있다. 6. 재발이 많다. 7. 신체적 합병증을 가지는 경우가 많다. (예: 불면, 식욕부진, 변비, 전신권태, 체중감소, 현기증)8. 지적 쇠약감이 나타나고 치매가 나타난 것으로 생각되는 경우도 있다(가성치매).
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000222018
어머님이 아버님과 사별하신 후 매일 노인회관에서 화투를 치는데 괜찮은건가요?,65세 된 어머니를 모시고 있습니다. 6개월 전 아버님이 암으로 사망한 후로 실의에 빠져 지내다가 1달 전부터는 매일 동네 노인회관에 다니면서 충격에서는 조금 벗어난 것 같습니다. 그런데 노인 회관에서 매일 화투를 친다고 합니다. 그래도 되는 건지 궁금합니다.,"
						노년기에 배우자의 상실은 남아있는 사람에게 큰 충격이 됩니다. 이런 경우 가족들이 환자를 충분히 지지해 주는 환경이 필요합니다. 많은 대화를 나누고 사소한 일에도 많은 관심을 주어서 자신의 존재가 무의미하지는 않다는 사실을 일깨워 주어야 합니다. 어머님이 노인회관에 다니면서 다른 사람들과 대인 관계를 가진다는 것은 매우 바람직합니다. 노름한다고 하더라도 그것이 큰돈이 오가는 것이 아니고 그냥 시간을 보내기 위한 것이라면 오히려 환자에게는 도움이 되리라고 여겨집니다.
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000222264
저는 폭식을 하고 나면 죄책감이 들어요...,저는 폭식을 하고 나면 죄책감이 들어요...우울하기도 하고요... 저만 이런 건가요..?,"
						폭식하면 다음과 같은 일련의 생각들이 머릿속을 스쳐 지나가게 됩니다.첫째로 '나는 나 자신을 조절할 수 없었다'라는 생각입니다. 자신의 의지가 박약하다고 스스로를 비난하게 됩니다. 둘째로는 폭식을 했으니 살이 찔 것이라는 두려움입니다. 다이어트는 폭식의 가장 큰 원인입니다. 다이어트가 결과적으로 폭식을 불러일으킨다는 사실을 간과한 채 실패의 책임을 안으로 돌리는 것입니다. 결과적으로 죄책감과 자신에 대한 증오감을 느끼게 되는 것입니다. 더욱이 체중이 더욱 늘지도 모른다는 생각이 우울증을 불러일으킵니다.
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000226282
할머니께서 아침에 유독 머리가 아프다고 합니다.,할머니가 맨날 머리가 아프다고 하세요. 낮이나 밤에는 별로 안 그러는데 아침에 유독 두통이 잦은 것 같아요. 왜 그런걸까요?,"
						노인에게 급성두통은 위급한 질환으로 인한 경우가 많지만 이와 달리 만성두통은 대부분 생명을 위협하는 경우는 거의 없습니다. 아침에 잠에서 깼을 때 두통이 잘 온다면 우울증으로 인한 두통을 의심해볼 수 있습니다. 노년기가 되면서 건강도 안 좋아지고 주변에서 배우자나 친구들이 하나둘씩 운명하고 자식 걱정, 집안 걱정, 돈 걱정, 남은 인생에 대한 절망감 등등이 원인이 되어 오는 두통입니다. 기분이 우울하고 만사가 귀찮아지면서 오는 우울성 두통인 경우는 얼마 동안은 우울증 약물치료를 받아야 두통이 없어집니다. 우울증약은 알고 계신 것처럼 습관성이 생기는 약이 아니므로 선입관을 갖지 마시고 의사의 처방을 받아서 복용하시는 게 좋습니다. 
",https://www.hidoc.co.kr//healthqna/faq/view/C0000315483
불면증을 일으키는 정신질환에는 어떤 것이 있습니까?,불면증을 일으키는 정신질환에는 어떤 것이 있나요?,"
						대표적인 것이 우울증입니다. 우울증 환자는 대부분 새벽에 일찍 깨어나 다시 잠들기 힘든 경우가 많은데 반대로 15~20%의 환자는 잠이 더 늘어나기도 합니다. 그 외에도 신체형 장애, 알코올을 비롯한 약물사용 장애, 불안장애, 기질성 정신장애, 공포 장애, 강박 장애, 조현병, 조울증 등에서 불면증이 동반될 수 있습니다. 또한 대부분의 정신 질환은 불면증이 악화되면서 병도 심해지는 경향을 보입니다. 불면증과 정신질환은 매우 밀접한 관련이 있으므로 불면증이 지속되는 경우 정밀한 정신건강의학과적 진찰을 받는 것이 매우 중요합니다.
",https://www.hidoc.co.kr//healthqna/faq/view/C0000259348
누구에게나 우울증은 있잖아요,누구나 정도의 차이는 있지만 우울증이 있지 않습니까?그런데 어느정도까지가 우울증으로 진단되고 치료를 필요로 하는지 궁금합니다.,"
						우울한 기분은 정상인도 느낄 수 있지만, 학업이나 가정생활, 직장생활 등에 지장을 초래할 정도라면 우울증을 고려해봐야 합니다.
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000250744
우울증이 있다가 조증으로 상태가 바뀌는 원인,우울증이 있다가 조증으로 상태가 바뀌는 원인이 무엇입니까?,"
						심리학적으로는 조증상태란 오랜 우울증에 대한 보상성 반응이라고 합니다. 즉 우울상태가 바닥으로 떨어져 더 이상 내려갈 수 없을 때 반동으로 바닥을 치며 위로 떠올라오기 때문이라고 합니다. 이밖에도 약물에 의한 경우, 신체호르몬의 변화에 의한 경우 등의 여러 가지 원인이 있습니다.
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000309064
일주일 이상 잠을 거의 못 자고 있어요,일주일 이상도 지금은 거의 못자고 있으니까 밥맛도 없고 하루 종일 나른함과 피로로 인해 팔 다리가 후들거들거리고 하루종일 누워서 자 보려고 하고 있습니다 한약도 먹었는데 그때 뿐 지금은 삶자체를 포기하고 싶을때가 있습니다 지금 저는 어떻게 해야 되겠습니까?,"
						현재 상담자께서 가지고 계신 증상은 불면증뿐만 아니라 식욕부진, 무기력, 의욕저하, 허무감, 자살사고, 죄책감 등의 증상도 함게 동반된 것 같습니다. 그러한 증상들은 '주요우울증'이라는 정신건강의학과 질환에 대표적으로 나타나는 증상들입니다. 지금이라도 정신건강의학과 치료를 받으셔야 하는 중요한 병입니다. 가까운 시일 내에 정신건강의학과 병원을 방문하십시오.
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000298582
"다이어트에 실패하고 나면 심한 좌절감과 무력감, 우울감을 느낍니다. ","다이어트에 실패하고 나면 심한 좌절감과 무력감, 우울감을 느낍니다. 나는 자제력이 없고 의지가 박약한 사람인가요?","
						일단 그러한 생각이 들면 누구나 좌절감이 오고, 우울해지는 것이 상례입니다. 중요한 사실은 어떠한 다이어트를 하고 있느냐 하는 것을 곰곰이 따져볼 필요가 있습니다. 현재 자신이 하고 있는 다이어트를 오랫동안 유지할 수 있는가, 즉 현실적으로 가능한 것인가를 살펴보아야 합니다. 절대로 인위적인 체중 조절은 합리성이 결여 되어 있을 경우 생리적 욕구를 이겨낼 수는 없습니다. 인간은 살아남기 위해 오랜 세월 진화되어 왔습니다. 먹고 남은 에너지는 체지방으로 저장하는 지혜도 배웠지요. 이러한 현상은 유전적인 정보로 세대를 넘어서 전달되어 왔습니다. 즉 인류는 남는 에너지를 먹지 못하는 힘든 시기를 대비하여 저장하도록 유전적으로 운명지어진 것입니다. 이러한 운명을 거스르는 다이어트는 필연적으로 실패할 수밖에 없습니다. 따라서 자신을 탓하지 말고 합리적인 다이어트를 위해 노력하십시오. 진정으로 체중 조절을 원한다면 자신의 생활습관이 바뀌지 않으면 안됩니다. 적절한 칼로리를 3번에 나누어 배가 고프지 않도록 하는 다이어트를 하여야 합니다. 위를 비워두면 음식물에 대한 감수성은 필연적으로 올라갑니다. 즉 폭식의 가능성이 높아진다는 이야기입니다.
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000309480
항우울제의 부작용은 뭐가 있나요? ,항우울제의 부작용은 뭐가 있나요? 그리고 부작용이 나타났을 때 대처방법? 같은 것도 알려주세요,"
						최근에 처방되는 항우울제들은 이전의 약물과는 달리 심한 심혈관계 부작용 및 진정작용은 없는 비교적 안전한 것으로 알려져 있습니다. 그러나 일반적으로 장기간 사용하는 경우 수면장애, 운동장애, 소화장애 및 불안, 졸리움 또는 간혹 성기능 등의 부작용이 있을 수 있습니다. 만약 부작용으로 느껴지는 증상이 있다면 아래 내용을 참고하시기 바랍니다.-입마름이 지속되면 물을 많이 마시거나 껌을 씹으십시오. -어지러움 증세가 나타날 때는 침대나 의자에서 천천히 일어나십시오.-졸리움이 있을 때에는 곧 없어짐으로 염려는 마시되 가능한 운전이나 중장비를 다루는 일은 삼가시는 것이 좋습니다. -두통, 메스꺼움, 불편감은 약물 사용 특히 처음 1-2 주 사이에 나타날 수 있으나, 곧 없어지므로 큰 염려를 하실 필요는 없습니다. -만일 지속적으로 발기부전 등의 성기능 장애로 인한 성생활에 지장이 있을 때는 주치의사와 상의토록 하십시오.
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000314927
치매와 우울증이 같이 오기도 합니까?,시어머니가 기억력이 점점 없어지며 치매 증세를 보이시더니 기분도 우울해하며 자꾸 우십니다. 치매와 우울증이 같이 오기도 합니까?,"
						같이 동반되는 경우도 많습니다. 그러나 우울증으로 인하여 기억력이 감퇴되고 치매처럼 보이는 경우도 많습니다. 우울증을 치료하면 치매증세가 좋아지는 가성치매인 경우도 있습니다. 정확한 진단이 필요합니다.
",https://www.hidoc.co.kr//healthqna/faq/view/C0000315479
성적 때문에 우울증이 생기기도 합니까?,성적을 비관하는 옆집 여고생이 자꾸 죽고싶다는 얘기를 한답니다. 성적 때문에 우울증이 생기기도 합니까?,"
						기대하던 성적과 실제의 성적사이에 격차가 크면 클수록 좌절감이 커집니다. 좌절감을 느끼고 앞으로의 희망이 보이지 않을 때 우울상태로 빠져 자살로 이르기도 합니다.
",https://www.hidoc.co.kr//healthqna/faq/view/C0000315493
아버님이 짜증이 많고 초조해 하세요,최근에 70세 된 아버님께서 방금 전 에 하시던 일을 쉽게 잊어버리시고다른 사람이 자신의 물건을 훔쳐 간다라며 짜증을 내거나 물건을 집어던지기도 해요. 그러면서 잠시도 가만히 있지 못하고 초조해하며 항상 긴장이 되어 있어요. 무슨 병이 있는 거 아닐까요 ? ,"
						정상적인 노화 과정에서도 기억력의 감소를 포함하여 여러 부분이 지적 기능감소가 나타날 수 있고 모든 형태의 정보 처리 과정이 느려지게 됩니다. 이런 변화를 보이는 대개의 노인들은 이러한 변화에 대해 자존감이 낮아지고 우울해하게 되며 이로 인해 주위에 대해 예민해지거나 화를 내기도 하는 등 전과 다른 변화를 보이기도 합니다. 그러나 위의 예와 같이 정도 이상의 예민함이나 행동을 보일 경우 다른 질환의 이차적인 변화로 인한 것도 완전히 배제를 하지 못하므로 이에 대한 평가가 필요합니다. 주로 우울증, 치매 혹은 다른 신체 질환으로 인한 변화에 의한 경우가 많으며 이들은 모두 증세를 경감 혹은 정도에 따라서는 호전시킬 수 있으므로 조기 발견 및 조기 치료가 매우 중요합니다. 가까운 정신건강의학과에 가셔서 진찰을 받아보시는 것이 좋겠습니다. 
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000221718
언제 죽을까 불안해요...,"78세 할아버지입니다..나이가 드니까.. 몸이 이곳 저곳 쑤시고, 아픈데, 이젠 죽을 때가 되었나봐요..하나님께 기도하는 것도 귀찮고, 그냥 언제 죽을까 불안해요...","
						나이가 들면서 늙게 되는 것은 자연의 섭리라고 할 수 있습니다. 그렇기 때문에 질문자분이 생각하시는 것도 당연하다고 생각됩니다.그런 생각 때문에 매일 하루종일 의욕도 없고, 재미있던 TV 프로도 없어지고, 죽고 싶은 마음만 들고, 불안해지는 등의 현상이 나타나면 가까운 정신건강의학과 의사를 찾아가 상담해 보시는 것이 좋을 것 같습니다. 연세가 들면서 그런 생각을 하시게 되는 것은 자연스러운 현상이지만, 이로 인해 우울증이 깊어질 수 있기 때문에 위와 비슷한 상황이 나에게 벌어지고 있다고 생각하시는 경우에는 의사의 도움을 받는 것이 좋을 것 같습니다. 치료받는 것에 부끄러워하지 않고, 당당히 나서는 것이 용기 있는 행동일 것입니다.  
",https://www.hidoc.co.kr//healthqna/faq/view/C0000221996
노인성 우울증의 정의와 대표적 증상,노인성 우울증의 정의와 대표적 증상은 무엇입니까? ,"
						노인 인구의 급격한 증가와 함께 노년기에서도 우울증이 증가하고 있습니다. 특히 신체적 질환을 가진 노인환자들에서도 약 10~45%에서 우울 증상을 경험한다고 합니다. 우울증 환자들에서 나타나는 흔한 증상들의 빈도를 보면 불면증, 슬픈 기분(100%), 눈물을 잘 흘림(94%), 집중이 잘 안됨(91%), 죽고 싶은 생각(82%), 피곤함, 짜증, 움직이기 싫어함(76%), 식욕이 없음(66%), 생활주기가 불규칙적임(64%), 절망감(51%), 기억력 감퇴(35%), 망상(35%), 자살시도(15%) 및 환청(6%)의 순입니다. 이 중에서도 특히 노인우울증의 경우는 슬픔의 직접적인 표현보다는 신체적 호소, 비정상적 성격의 변화 및 자살등의 자해적 행동에 유의해야 합니다. 
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000221990
노인성 우울증의 치료,"노인성 우울증을 발견했을 때, 일반적으로 어떤 치료가 필요한가요 ? ","
						우선 노인성우울증 환자의 올바른 평가가 선행되어야 합니다. 초기 면담에서는 희망적인 태도로 우울 증상의 심한 정도, 자살 위험 등을 살펴보아야 합니다. 이때 심리-사회적인 스트레스는 어떤 것이 있는지도 반드시 살펴보아야 합니다. 치료는 환자의 상황에 따라 정신치료, 인지.행동치료 및 약물치료 또는 필요시는 전기경련요법 등을 외래통원치료 및 입원치료로서 실시합니다. 그러나 만일 환자가 심한 상태에 있거나 특히 자살의 위험이 클 때는 반드시 입원치료를 실시해야 합니다. 
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000222001
우울증이 계절의 변화와 상관이 있습니까?,봄에는 기운이 나다가 겨울이 되면 우울해 지기도 합니다. 우울증이 계절의 변화와 상관이 있습니까?,"
						어떤 사람의 경우는 겨울이 되어 일조량이 줄어드는 것이 우울증의 원인이 되는 사람도 있습니다. 계절성 우울증이라고도 합니다.
",https://www.hidoc.co.kr//healthqna/faq/view/C0000222010
기분이 안 좋고 의욕이 없은지 3일 됐는데,기분이 안 좋고 잠도 잘 못 자고 의욕도 떨어진 지 한 3일 됐어요. 저도 우울증 치료를 받아야 하나요?,"
						기간이나 증상으로 보아서 아직 우울증이라고 진단내리기는 이른 것 같습니다만, 그런 증상으로 인해 심한 고통을 겪는다면 앞으로 우울증이 될 가능성이 있기 때문에 신경정신과적 치료를 받는 것이 좋으리라 보입니다.
					",https://www.hidoc.co.kr//healthqna/faq/view/C0000222259
